English,Vietnamese,POS,English Sentence,Vietnamese Sentence,English example,Vietnamese example
bacteriopsonin,opsonin vi khuẩn,n,"C3b, a component of the complement system, is a key bacteriopsonin that coats bacteria for phagocytic uptake.","C3b, một thành phần của hệ thống bổ thể, là một opsonin vi khuẩn quan trọng bao phủ vi khuẩn để bị tế bào thực bào hấp thụ.",PENDING,PENDING
insomniac,mất ngủ,n," An insomniac often struggles to fall asleep, stay asleep, or both. "," Một người bị mất ngủ thường khó đi vào giấc ngủ, khó duy trì giấc ngủ, hoặc cả hai.",PENDING,PENDING
Em,chính thị,n," An emmetropic eye, or Em, focuses parallel light rays precisely on the retina without any accommodative effort, resulting in clear distance vision. ","Mắt chính thị , tập trung các tia sáng song song một cách chính xác trên võng mạc mà không cần bất kỳ nỗ lực điều tiết nào, dẫn đến thị lực nhìn xa rõ ràng.",PENDING,PENDING
Duchenne disease,bệnh Duchenne,n," Duchenne disease, a severe form of muscular dystrophy, primarily affects boys. "," Bệnh Duchenne, một dạng loạn dưỡng cơ nặng, chủ yếu ảnh hưởng đến các bé trai.",PENDING,PENDING
metrizoate sodium,chất cản quang,n,"  Metrizoate sodium is an ionic, water-soluble contrast agent used in various X-ray imaging procedures.  ","  Metrizoate sodium là một chất cản quang ion, hòa tan trong nước được sử dụng trong các quy trình chụp X-quang khác nhau.",PENDING,PENDING
celioparacentesis,chọc bụng,n,"  Celioparacentesis, synonymous with celiocentesis, involves tapping the abdominal cavity.  ","  Chọc bụng, đồng nghĩa với chọc dò bụng, bao gồm việc chọc vào khoang bụng.",PENDING,PENDING
myelography,chụp tủy sống,n," Myelography is an imaging procedure used to detect abnormalities of the spinal cord, spinal canal, and nerve roots. ","Chụp tủy sống là một thủ thuật hình ảnh được sử dụng để phát hiện các bất thường của tủy sống, ống sống và rễ thần kinh.",PENDING,PENDING
nit,trứng rận,n,  Finding a nit attached to a hair shaft is indicative of a louse infestation.  ,  Phát hiện trứng rận bám vào sợi tóc là dấu hiệu của việc bị rận ký sinh.,PENDING,PENDING
ZIFT,chuyển hợp tử vào vòi trứng,n,"  ZIFT, or zygote intrafallopian transfer, is an assisted reproductive technology procedure where eggs are fertilized in vitro, and the resulting zygotes are then surgically transferred into the fallopian tube.  ","  Chuyển hợp tử vào vòi trứng (ZIFT - zygote intrafallopian transfer) là một quy trình công nghệ hỗ trợ sinh sản trong đó trứng được thụ tinh trong ống nghiệm, và các hợp tử thu được sau đó được phẫu thuật chuyển vào ống dẫn trứng.",PENDING,PENDING
endoangiitis,viêm nội mạch,n,  Endoangiitis is inflammation of the tunica intima of a blood vessel.  ,  Viêm nội mạch là tình trạng viêm lớp áo trong của mạch máu.,PENDING,PENDING
afterimage,thị giác lưu tồn,n, Staring at a bright light and then looking away can produce an afterimage. ,Nhìn chằm chằm vào một ánh sáng mạnh rồi nhìn đi chỗ khác có thể tạo ra một thị giác lưu tồn .,PENDING,PENDING
sural,bắp chân,a,  The sural nerve provides sensation to the outer side of the lower leg and foot.  ,  Thần kinh bắp chân cung cấp cảm giác cho mặt ngoài của cẳng chân và bàn chân.,PENDING,PENDING
hepatobronchial,gan phế quản,," A hepatobronchial fistula is a rare complication of a liver abscess, creating an abnormal connection between the liver and a bronchus. "," Rò gan phế quản là một biến chứng hiếm gặp của áp xe gan, tạo ra một đường nối bất thường giữa gan và phế quản.",PENDING,PENDING
homeopathic,đồng căn liệu pháp,a,  Homeopathic remedies are prepared through a process of serial dilution and succussion.  ,  Các phương thuốc đồng căn liệu pháp được bào chế thông qua một quá trình pha loãng và lắc liên tục.,PENDING,PENDING
xenia,hạt lai đa kiểu,n,"  The phenomenon of xenia in maize breeding, where the pollen's genetic contribution directly influences the endosperm's characteristics such as color and texture, can result in visually distinct kernels on the same cob.  ","  Hiện tượng hạt lai đa kiểu trong chọn giống ngô, trong đó sự đóng góp di truyền của phấn hoa ảnh hưởng trực tiếp đến các đặc điểm của nội nhũ như màu sắc và kết cấu, có thể tạo ra các hạt khác biệt rõ ràng trên cùng một bắp ngô.",PENDING,PENDING
yttebium,ytterbium,n,"  Ytterbium (Yb), a soft, silvery metallic element belonging to the lanthanide series, is used in specialized alloys, fiber optic technologies, and as a dopant in laser materials.  ","  Ytterbium (Yb), một nguyên tố kim loại mềm, màu bạc thuộc nhóm lanthanide, được sử dụng trong các hợp kim chuyên dụng, công nghệ sợi quang và làm chất phụ gia trong vật liệu laser.",PENDING,PENDING
extradural abscess,áp xe ngoài màng cứng,n, An extradural abscess can cause severe neurological deficits by compressing the spinal cord or brain. , Áp xe ngoài màng cứng có thể gây ra các thiếu sót thần kinh nghiêm trọng do chèn ép tủy sống hoặc não.,PENDING,PENDING
fetus in fetu,thai trong thai,n,  Fetus in fetu is an extremely rare condition where a malformed fetal mass is found within the body of its twin.  ,  Thai trong thai là một tình trạng cực kỳ hiếm gặp trong đó một khối thai dị dạng được tìm thấy bên trong cơ thể của người anh em song sinh.,PENDING,PENDING
codeine,codein,n," Codeine is an opiate used to treat pain, as a cough suppressant, and for diarrhea. "," Codein là một loại thuốc phiện được sử dụng để điều trị đau, làm thuốc giảm ho và trị tiêu chảy.",PENDING,PENDING
lientery,tiêu chảy phân sống,n,  Lientery can be a symptom of malabsorption syndromes or rapid intestinal transit.  ,  Tiêu chảy phân sống (lientery) có thể là một triệu chứng của hội chứng kém hấp thu hoặc sự di chuyển nhanh của ruột.,PENDING,PENDING
sternalgia,đau xương ức,n," Sternalgia, or pain in the sternum, can be a symptom of various conditions, including costochondritis, sternoclavicular arthritis, myocardial ischemia, or, rarely, sternal fractures or tumors. "," Đau xương ức có thể là triệu chứng của nhiều tình trạng khác nhau, bao gồm viêm sụn sườn, viêm khớp ức đòn, thiếu máu cơ tim, hoặc hiếm hơn là gãy xương ức hoặc khối u xương ức.",PENDING,PENDING
gubernaculum,dải nối,n,  The gubernaculum testis is a mesenchymal cord that plays a crucial role in testicular descent.  ,  Dải nối (gubernaculum) tinh hoàn là một dải trung mô đóng vai trò quan trọng trong sự di chuyển xuống của tinh hoàn.,PENDING,PENDING
antenatal,trước khi sinh,a,Comprehensive antenatal screening programs aim to detect potential fetal abnormalities and maternal health issues early in pregnancy to allow for timely intervention and management.,Các chương trình sàng lọc trước khi sinh toàn diện nhằm phát hiện sớm các bất thường tiềm ẩn của thai nhi và các vấn đề sức khỏe của mẹ trong thai kỳ để cho phép can thiệp và quản lý kịp thời.,PENDING,PENDING
scleredema neonatorum,phù cứng bì ở trẻ sơ sinh,n," Scleredema neonatorum is a severe, often fatal, condition in premature or debilitated newborns, characterized by diffuse, woody induration of the subcutaneous tissue, leading to impaired respiration and feeding. "," Phù cứng bì ở trẻ sơ sinh là một tình trạng nghiêm trọng, thường gây tử vong ở trẻ sinh non hoặc suy nhược, đặc trưng bởi sự chai cứng lan tỏa, như gỗ của mô dưới da, dẫn đến suy hô hấp và khó bú.",PENDING,PENDING
amphibious,lưỡng cư,a,"  Amphibious creatures, like frogs, can live both on land and in water.  ","  Sinh vật lưỡng cư, như ếch, có thể sống cả trên cạn và dưới nước.",PENDING,PENDING
Scultetus bandage,băng cuộn Scultetus,n, A Scultetus bandage was carefully applied to the patient's abdomen post-surgery to provide support and minimize movement of the incision site. , Băng cuộn Scultetus đã được cẩn thận áp dụng vào bụng của bệnh nhân sau phẫu thuật để hỗ trợ và giảm thiểu sự di chuyển của vị trí vết mổ.,PENDING,PENDING
vaginal candidiasis,âm đạo nhiễm nấm candida,n," Vaginal candidiasis, commonly known as a yeast infection, is a frequent fungal infection characterized by itching, soreness, and a thick, white discharge, often treated effectively with topical or oral antifungal medications. "," Âm đạo nhiễm nấm candida, thường được gọi là nhiễm nấm men, là một bệnh nhiễm nấm thường gặp đặc trưng bởi ngứa, đau rát và tiết dịch đặc, màu trắng, thường được điều trị hiệu quả bằng thuốc chống nấm tại chỗ hoặc đường uống.",PENDING,PENDING
hyalin,hialin,n,"  Hyalin is a clear, glassy, proteinaceous substance found in various tissues under normal and pathological conditions, such as in hyaline cartilage or in degenerated cells.  ","  Hialin là một chất trong suốt, giống như thủy tinh, có bản chất protein được tìm thấy trong các mô khác nhau trong điều kiện bình thường và bệnh lý, chẳng hạn như trong sụn hyalin hoặc trong các tế bào bị thoái hóa.",PENDING,PENDING
lymphangiofibroma,u xơ hạch bạch huyết,n, A lymphangiofibroma is a benign tumor containing lymphatic vessels and fibrous tissue. , U xơ hạch bạch huyết là một khối u lành tính chứa các mạch bạch huyết và mô xơ.,PENDING,PENDING
flesh-eating bacteria,vi khuẩn ăn thịt,n,  Necrotizing fasciitis is caused by flesh-eating bacteria that rapidly destroy soft tissue.  ,"  Viêm cân mạc hoại tử do vi khuẩn ăn thịt gây ra, chúng phá hủy nhanh chóng mô mềm.",PENDING,PENDING
fecundate,thụ phấn,v," Bees play a crucial role as pollinators in agricultural ecosystems, transferring pollen from the anthers of one flower to the stigma of another, thereby enabling the plant to fecundate its ovules and produce seeds. "," Ong đóng một vai trò quan trọng như những người thụ phấn trong các hệ sinh thái nông nghiệp, chuyển phấn hoa từ bao phấn của một bông hoa này sang đầu nhụy của một bông hoa khác, do đó cho phép cây thụ phấn cho noãn của nó và tạo ra hạt.",PENDING,PENDING
monophthalmus,một mắt,n,  A monophthalmus is an individual with only one eye.  ,  Người một mắt (monophthalmus) là một cá nhân chỉ có một mắt.,PENDING,PENDING
peroxisome,peroxysom,n," Genetic defects affecting peroxisome biogenesis or function can lead to severe metabolic disorders, such as Zellweger syndrome, highlighting their importance in cellular health. "," Các khiếm khuyết di truyền ảnh hưởng đến sự sinh tổng hợp hoặc chức năng của peroxysom có thể dẫn đến các rối loạn chuyển hóa nghiêm trọng, chẳng hạn như hội chứng Zellweger, nhấn mạnh tầm quan trọng của chúng đối với sức khỏe tế bào.",PENDING,PENDING
